0,retirement,11,4
0,lakewood,23,0.111111
0,outkast,21,0.75
0,valencia,27,0.5
1,scots,120,0.55
1,morocco,120,0.529412
1,tracker,120,0.219178
0,myrtle,9,0.0
1,trout,119,0.5
1,trout,120,0.5
1,trout,120,0.5
1,between,113,0.045454547
1,between,117,0.045454547
1,between,120,0.045454547
1,between,120,0.045454547
1,nemo,120,0.1
1,musica,120,0.06666667
